"ENSG_ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Symbol"
"ENSG00000005156"	-0.0657780526599474	5.30526894092995	-0.440462311890848	0.667367345261896	0.862988836175347	-7.31641315656791	"LIG3"
"ENSG00000005175"	-0.410927730158601	5.47107454548665	-2.76261789885916	0.0170799749380276	0.17906406859847	-4.25207867602859	"RPAP3"
"ENSG00000005187"	-0.359507426778594	1.04294965503474	-1.41694077066475	0.181727356463796	0.504602813405923	-5.47773159048413	"ACSM3"
"ENSG00000005189"	0.128646627607599	3.34195428454062	0.450007706726919	0.660660086134026	0.860873264747519	-6.89905950383509	"REXO5"
"ENSG00000005194"	-0.0337105562647357	5.11521087846424	-0.305005830989049	0.765543981738905	0.908600841379976	-7.34934423731576	"CIAPIN1"
"ENSG00000005206"	0.290364602793387	6.55577528496771	0.855392987042292	0.408950793538029	0.708760885640597	-7.09564514723142	"SPPL2B"
"ENSG00000005238"	-0.086386115284677	5.07055459221677	-0.653896669229949	0.525409909732129	0.781641119037169	-7.1687840378955	"FAM214B"
"ENSG00000005243"	-0.770357046108355	3.04518008129145	-5.49344159975359	0.00013360675475813	0.00999997899756036	1.07472911647374	"COPZ2"
"ENSG00000005249"	1.04369884159741	3.12285052088028	1.71995178206268	0.110888371188904	0.414515272310855	-5.45367682110815	"PRKAR2B"
"ENSG00000005302"	-0.0688612491133229	5.43769789601669	-0.519796803961126	0.612581455873148	0.832688558189034	-7.28854590850586	"MSL3"
"ENSG00000005339"	0.186957084838441	6.85341959086115	1.5538013210734	0.145983383909079	0.461829138176199	-6.29011441691424	"CREBBP"
"ENSG00000005379"	0.194703630610799	6.78845990508754	0.609514621751996	0.553455590171633	0.798273157484204	-7.28123258551517	"TSPOAP1"
"ENSG00000005436"	-0.352634858833473	4.02215560834528	-2.20793732384037	0.0472779417600688	0.287267808926387	-5.01713967415551	"GCFC2"
"ENSG00000005448"	0.131245154942635	7.31098078050184	0.781646945089767	0.449445288663089	0.734687896075923	-7.14033008695006	"WDR54"
"ENSG00000005469"	0.171641986928714	5.4321649100499	0.995073048502017	0.339182273739915	0.655330738742692	-6.91278643524441	"CROT"
"ENSG00000005483"	-0.0417864855631844	6.81020462868239	-0.471872247684393	0.645412671543399	0.852283577297751	-7.35842376577892	"KMT2E"
"ENSG00000005486"	-0.325435644094491	7.74442206161177	-1.84188457812812	0.0901212429055132	0.380902226548928	-5.82299174618522	"RHBDD2"
"ENSG00000005700"	-0.314604198783433	6.18507339372501	-1.92229547673322	0.0784233194004031	0.359394322526666	-5.73638784435039	"IBTK"
"ENSG00000005801"	-0.115311967574623	4.17677518131825	-0.909494625662363	0.380846964399246	0.688589562927352	-6.81298876071146	"ZNF195"
"ENSG00000005810"	0.11393691606096	6.07059089660248	0.603524156109527	0.557303675015077	0.800002221949227	-7.27606777384343	"MYCBP2"
"ENSG00000005812"	-0.197669495673318	5.59015893580182	-1.34874615368673	0.20211787332422	0.528524062549743	-6.53350021387835	"FBXL3"
"ENSG00000005844"	0.170464777769411	2.26460558610935	0.40530049916485	0.692330372143808	0.875366508981171	-6.62691680665337	"ITGAL"
"ENSG00000005882"	0.152914917784454	4.87354067154554	1.0203301529047	0.327537635390997	0.647151349049182	-6.82200214548187	"PDK2"
"ENSG00000005884"	0.57703069981949	8.52556235018669	2.62110423392104	0.0222080636106345	0.202350807110135	-4.47724849289484	"ITGA3"
"ENSG00000005889"	0.434722938652145	5.35578943771108	2.54148128100261	0.0257273471988901	0.215829902422592	-4.62031301435483	"ZFX"
"ENSG00000005893"	-0.416809076383376	7.24525006360893	-3.32246797424704	0.00601810714277105	0.105330165300734	-3.23054258962321	"LAMP2"
"ENSG00000005981"	0.299311841517831	-0.715233315696604	0.418173930621673	0.683145100752674	0.870084082088811	-5.96348546680992	"ASB4"
"ENSG00000006007"	-0.510160948973354	7.29043512551222	-3.89899280452278	0.00208184425496746	0.0548469177153098	-2.15092212607908	"GDE1"
"ENSG00000006015"	0.330620591813973	3.94354753921161	2.17486548349471	0.0501732107517209	0.293802133309529	-5.01023723357663	"REX1BD"
"ENSG00000006016"	-0.565004747447631	4.89353966537207	-2.00349031709195	0.0680385337923216	0.338098426332352	-5.5161515550573	"CRLF1"
"ENSG00000006025"	0.665323532642711	4.43099757962556	3.43055687116961	0.00492386054652848	0.0944238671657478	-2.82356441659259	"OSBPL7"
"ENSG00000006042"	0.609372838291534	6.09208847636089	3.95961805260765	0.0018649003550604	0.0512276612951469	-2.04530542010292	"TMEM98"
"ENSG00000006047"	-0.787683202963763	2.46116862878106	-2.84814971540979	0.0145665965540394	0.164424899639254	-3.51761256449804	"YBX2"
"ENSG00000006062"	-0.020713379088162	3.82043640555337	-0.202553133449094	0.842849882879123	0.940909183790274	-7.12987208161991	"MAP3K14"
"ENSG00000006118"	-0.210226206542186	6.22590334576412	-0.917117789166381	0.376996794291817	0.684791565687848	-7.03765759069375	"TMEM132A"
"ENSG00000006125"	0.462372337647472	7.53030458080979	2.79173403268212	0.0161796400189095	0.173905345973251	-4.21288390811021	"AP2B1"
"ENSG00000006194"	0.0115382433000608	5.33325625696356	0.158717841436777	0.876509212361444	0.95440652266396	-7.40758243058226	"ZNF263"
"ENSG00000006210"	-0.427671245248911	7.17938914107003	-1.21737821133793	0.24666769319608	0.5746198409957	-6.70609254299568	"CX3CL1"
"ENSG00000006282"	-0.0751949954252602	5.29056207254309	-0.408221021464723	0.690242013410226	0.874107909502173	-7.32983449254501	"SPATA20"
"ENSG00000006327"	0.0492365131994825	5.60614213056518	0.172756465560842	0.865698643329875	0.949532452304191	-7.42781896426699	"TNFRSF12A"
"ENSG00000006432"	-0.0928371854504304	5.5072161045534	-0.79946563938274	0.439431613805328	0.727213637706131	-7.10319301178976	"MAP3K9"
"ENSG00000006451"	-0.341543929054783	5.35778676347093	-2.6639525621315	0.0205136704923643	0.194236846333196	-4.42108719055644	"RALA"
"ENSG00000006453"	-0.0449192495659494	7.2635849600704	-0.374392762380933	0.714590286433001	0.886311554121475	-7.38665845440129	"BAIAP2L1"
"ENSG00000006459"	-0.236464214386928	5.88598030726521	-1.68773255308032	0.117045609902718	0.425297369246097	-6.08566046796772	"KDM7A"
"ENSG00000006468"	-0.306233915999169	-0.364121995944424	-0.62622672434355	0.542798382215592	0.791145071023462	-5.9536538008134	"ETV1"
"ENSG00000006530"	-0.0135245482271937	5.00253582095553	-0.18214114339772	0.858487521334941	0.946454168155582	-7.36718555182383	"AGK"
"ENSG00000006534"	0.0752439469142541	9.56939362043692	0.357751798726246	0.726691276328168	0.892485256946829	-7.27674064356341	"ALDH3B1"
"ENSG00000006555"	0.331392287370366	5.2761699464073	2.45942800669436	0.0299200771357357	0.233639117521121	-4.76133604542339	"TTC22"
"ENSG00000006576"	-0.046500359245929	3.92916146911328	-0.287347479749111	0.778707587199993	0.912902627408678	-7.13806149207434	"PHTF2"
"ENSG00000006607"	0.187669307031475	5.95718734370042	1.78633408571959	0.0991041558737356	0.395919173990325	-5.93611203396938	"FARP2"
"ENSG00000006611"	-0.59616630855408	2.189515441855	-1.19408993393476	0.255324691398215	0.584393012755163	-6.02636964468696	"USH1C"
"ENSG00000006625"	-0.0551343284852814	4.94838530758351	-0.429674323694247	0.674983962194908	0.866804129406419	-7.28052067279861	"GGCT"
"ENSG00000006634"	-0.066163331336522	1.75155644998941	-0.268777203358894	0.792628613559766	0.918525638149052	-6.56825188495333	"DBF4"
"ENSG00000006652"	-0.180935141655304	5.30406888385703	-1.63124433291143	0.128572575341791	0.438864388994936	-6.12592945735768	"IFRD1"
"ENSG00000006695"	0.179758431831109	4.15254073048293	1.53505887012147	0.15049143331991	0.467699298646074	-6.06171630031268	"COX10"
"ENSG00000006704"	-0.211207250685525	6.08525114807082	-1.25969080758313	0.231534222399023	0.558287798504348	-6.66837695614858	"GTF2IRD1"
"ENSG00000006712"	0.170096258998592	6.88464482545207	1.42509928367266	0.179406977654264	0.502691597229383	-6.46415253875214	"PAF1"
"ENSG00000006715"	-0.10668082568774	6.21534743231821	-1.27957612056291	0.224683178819909	0.551733508089073	-6.64740409548847	"VPS41"
"ENSG00000006740"	0.230059557637525	5.50569188334499	1.11770387533285	0.285392350088904	0.612296540844642	-6.78994282561811	"ARHGAP44"
"ENSG00000006744"	0.0775845826880666	6.29879383969622	0.741656308846633	0.472444638693125	0.748526703499139	-7.18645751740726	"ELAC2"
"ENSG00000006747"	-0.897204502033023	5.50318893446842	-3.49725688066343	0.00435167045756478	0.0868083227483181	-2.89234579159153	"SCIN"
"ENSG00000006756"	0.0722740423713555	6.52257924892218	0.423113745783797	0.679634412780706	0.868337321736188	-7.38388848119681	"ARSD"
"ENSG00000006757"	0.585775389990868	5.38966413842665	1.93348535882227	0.0769103544861854	0.357969615047334	-5.65106659306647	"PNPLA4"
"ENSG00000006831"	0.00484158743946939	6.41525294566123	0.0620899605567247	0.95150494203156	0.980951566006444	-7.476930324059	"ADIPOR2"
"ENSG00000006837"	-0.0601468380597958	2.48773777971443	-0.211943394376611	0.835678970941074	0.937793501954618	-6.76580138579567	"CDKL3"
"ENSG00000007038"	1.38687774161797	0.0105192975682294	2.22380333105492	0.0459457485308439	0.282636585113973	-4.00265686195267	"PRSS21"
"ENSG00000007047"	0.165562309776403	5.16271116334085	1.45953775375667	0.169884406398936	0.491800479241624	-6.34026368263302	"MARK4"
"ENSG00000007062"	-0.0654735651477516	8.8871923768857	-0.50336999535553	0.623741247984141	0.839240761140516	-7.24688352522706	"PROM1"
"ENSG00000007080"	0.0753708218012727	5.54419899740357	0.815102309701932	0.43076411750128	0.720993650503866	-7.08963467883983	"CCDC124"
"ENSG00000007168"	-0.103044421663513	7.73119302233742	-1.4237987203261	0.179775202452161	0.502752849786209	-6.42839343776498	"PAFAH1B1"
"ENSG00000007171"	-7.19128085250748	3.78316252949924	-7.40855177365108	7.7916946560505e-06	0.00220775282866541	4.04181806743406	"NOS2"
"ENSG00000007174"	0.0860035036428908	8.8033757969394	0.428515587063321	0.675804319755096	0.867174968970459	-7.29045598834342	"DNAH9"
"ENSG00000007202"	0.028691205520273	8.49074879833572	0.180853439243302	0.859476212079179	0.94691037224308	-7.38634790390031	"KIAA0100"
"ENSG00000007216"	-2.7319655120172	3.02879681745269	-5.28240922328252	0.000188459973932734	0.0128263641082455	0.720193133147683	"SLC13A2"
"ENSG00000007237"	0.296546457095247	5.40307342845876	1.02336519265991	0.326158252808515	0.64620664882881	-6.87759737778653	"GAS7"
"ENSG00000007255"	-0.17055751743783	4.25129564383227	-1.14176799567078	0.275640296049108	0.605515645456891	-6.59644890160849	"TRAPPC6A"
"ENSG00000007306"	-1.67677338475542	0.725389198514976	-2.36482971566601	0.0355753275793131	0.252777813772356	-4.02351223334844	"CEACAM7"
"ENSG00000007341"	-0.318854802493824	3.43261076548929	-2.12967038977518	0.0544010334483685	0.305173312483696	-4.99893544570904	"ST7L"
"ENSG00000007372"	-5.03725299332202	1.64850196058065	-20.5733968951505	8.74759242059557e-11	6.07257865837744e-07	13.6137962265655	"PAX6"
"ENSG00000007376"	0.161346010211653	4.35966560554072	1.35828978112725	0.199155449293161	0.52508056551201	-6.34136404927924	"RPUSD1"
"ENSG00000007384"	0.24314666442104	5.18047227680221	1.55716497075504	0.14518677718877	0.460164135662864	-6.20569246354829	"RHBDF1"
"ENSG00000007392"	0.287871063483955	4.97872903659437	1.05878361947941	0.310375450024555	0.633434183175205	-6.79092963608568	"LUC7L"
"ENSG00000007402"	0.579787145947462	1.24410569859757	2.72575729256521	0.0182909490134514	0.184557802400261	-3.40618041258582	"CACNA2D2"
"ENSG00000007516"	-0.0133720002762159	7.57464662505735	-0.0548835474347483	0.957126959232358	0.982989433614376	-7.44625835969589	"BAIAP3"
"ENSG00000007520"	0.124030128571557	4.81034653046307	0.949953790037549	0.360722946027605	0.672486420794016	-6.88332010640345	"TSR3"
"ENSG00000007541"	0.251067897306219	6.94568843927704	2.12181091359732	0.0551696135955233	0.306893390172427	-5.4116054861061	"PIGQ"
"ENSG00000007545"	0.150239116913605	5.63268852424146	1.61109987651475	0.132917755722405	0.44564842319485	-6.17556531778966	"CRAMP1"
"ENSG00000007866"	-0.0426921850009672	6.17240354886692	-0.328477920457841	0.748164690839131	0.901832750991885	-7.41645904472342	"TEAD3"
"ENSG00000007923"	0.0585863379053793	5.47445201643881	0.667545208845862	0.516952433992325	0.777444496701629	-7.1968931178774	"DNAJC11"
"ENSG00000007933"	-2.95504485646213	4.54767115745663	-4.45135109666355	0.00077516130828197	0.0293661739129429	-0.979133707216665	"FMO3"
"ENSG00000007944"	-0.102646949626235	5.52292578690301	-0.821059521799184	0.427491605439187	0.719167993446948	-7.08692035364089	"MYLIP"
"ENSG00000007952"	-0.708717323036997	-0.0318578698543226	-1.26982937128676	0.228020558183665	0.555252676121159	-5.45177493426107	"NOX1"
"ENSG00000007968"	-1.30062593988522	0.819821257623153	-2.85171628760018	0.0144701496788624	0.163869133883626	-3.18726285057691	"E2F2"
"ENSG00000008018"	-0.196089103523155	6.89041506878838	-1.96312912793405	0.0730309219808278	0.350989114590428	-5.66959707847715	"PSMB1"
"ENSG00000008083"	-0.0038469913753465	4.3823831550071	-0.0293830855076834	0.97703809904867	0.990883635295233	-7.28013193600831	"JARID2"
"ENSG00000008086"	-0.095579519410574	4.28491204992862	-0.853959814034443	0.409713807542513	0.709171395436422	-6.88464004686803	"CDKL5"
"ENSG00000008128"	0.146789198609628	3.39057682604057	0.779411111506516	0.450712013964603	0.735419626499536	-6.70044139595607	"CDK11A"
"ENSG00000008130"	-0.0168093638566891	6.60903428122714	-0.159979733246682	0.875536382290501	0.954081087176934	-7.46618900575638	"NADK"
"ENSG00000008226"	0.196578584669264	7.87092570902067	0.400274669320435	0.695930336184468	0.876665558467747	-7.35046385404452	"DLEC1"
"ENSG00000008256"	0.159582252002167	5.02329807235601	1.01310589196999	0.330838121650349	0.649696814850559	-6.85018843406738	"CYTH3"
"ENSG00000008277"	0.0611384463582875	0.715800385445399	0.17767884480733	0.861914703242254	0.947910535890304	-6.34324619621811	"ADAM22"
"ENSG00000008282"	-0.369343191804262	7.09135235756456	-2.46603732601906	0.0295591919244934	0.232257963033201	-4.80814377007711	"SYPL1"
"ENSG00000008283"	0.00358422503200195	8.27434808770565	0.0274903633955836	0.978516781018276	0.991206529967656	-7.41396856919003	"CYB561"
"ENSG00000008294"	-0.24647568196123	6.66965681507752	-1.56399962430989	0.14357969058134	0.457958336658509	-6.2765009368276	"SPAG9"
"ENSG00000008300"	0.0485236236169669	0.750520819267986	0.172187644834991	0.866136134110114	0.949651274262404	-6.351714221913	"CELSR3"
"ENSG00000008311"	-0.171990159909136	2.89351436073482	-0.545073120806189	0.595606558413764	0.823413148137289	-6.74768026234543	"AASS"
"ENSG00000008323"	-0.301388243269468	4.82589227849984	-2.75680178225067	0.0172656593137199	0.179967277711477	-4.19323610515134	"PLEKHG6"
"ENSG00000008324"	-0.120038495578803	3.34378663793296	-0.870971869562485	0.400718291506192	0.704276740336467	-6.63406563729685	"SS18L2"
"ENSG00000008382"	0.221471779565151	4.27873621532925	1.5764042491655	0.140702151799831	0.454524840104557	-6.02916470151938	"MPND"
"ENSG00000008394"	-0.165878244625669	7.80775335673814	-0.559485437416179	0.586036989922501	0.818318170379564	-7.26808937156451	"MGST1"
"ENSG00000008405"	-0.0400828524397454	5.42994401189695	-0.290693872283785	0.776207331850868	0.911940747970289	-7.3860086782173	"CRY1"
"ENSG00000008441"	0.0881879146444904	7.52365630186551	0.476599005315824	0.642138099973058	0.851024701549621	-7.33025488257904	"NFIX"
"ENSG00000008513"	-0.665467585940279	6.14987952606208	-1.92857299425462	0.0775712191122483	0.358806048203878	-5.72464745680856	"ST3GAL1"
"ENSG00000008516"	0.19085681766888	1.01959414744117	0.690374643641604	0.502985274144285	0.769334411966433	-6.17169345777887	"MMP25"
"ENSG00000008517"	0.151458797425452	1.29557682706653	0.214180028458265	0.833973199418334	0.937426098598957	-6.46021857463101	"IL32"
"ENSG00000008710"	0.335913902314536	6.75402747726491	2.3490100270254	0.0366162722628231	0.255595939716961	-5.02716504895109	"PKD1"
"ENSG00000008735"	0.416845475773759	1.54615147553757	1.21958425758594	0.24585978777033	0.574050548031705	-5.78209574754999	"MAPK8IP2"
"ENSG00000008838"	0.0665362343935749	6.76902605568077	0.6458104990436	0.530458057449045	0.785587164759738	-7.25749627689471	"MED24"
"ENSG00000008853"	0.421148503309969	4.79314666406031	3.19386866580657	0.00764568127448861	0.119005200465246	-3.35084869022495	"RHOBTB2"
"ENSG00000008869"	-0.120567351366885	6.08490162690221	-1.01795755951003	0.328618915468036	0.647812725026013	-6.93588901539259	"HEATR5B"
"ENSG00000008952"	-0.176948135290399	7.20937188674668	-1.3763580292579	0.193644905622052	0.519228634541633	-6.51315359560242	"SEC62"
"ENSG00000008988"	-0.0545253952017664	7.46592649088527	-0.376866472920994	0.7127982455041	0.885512781010999	-7.37637457998059	"RPS20"
"ENSG00000009307"	-0.129645873750732	9.23877476476356	-1.47074474255294	0.166879039530227	0.487984116435903	-6.28894123659293	"CSDE1"
"ENSG00000009335"	-0.0579171307740456	7.39119010132536	-0.84928083921729	0.412211511095288	0.711599246768035	-7.07798617438441	"UBE3C"
"ENSG00000009413"	-0.0447337107607897	5.78989618872081	-0.306820117163983	0.764195739418321	0.908390128565348	-7.40772884492379	"REV3L"
"ENSG00000009709"	-4.74108006639953	0.903371888143194	-3.97160934197544	0.00182482518257222	0.0507732922541738	-1.19294789837296	"PAX7"
"ENSG00000009724"	0.431918023512975	-0.136798631372988	0.560953238886428	0.585066918991518	0.817655384342344	-5.9944475865585	"MASP2"
"ENSG00000009765"	1.29818759182244	1.60011781424151	4.76126864209542	0.000452534193960087	0.0222369861377156	0.16361918511409	"IYD"
