"Ensembl_id"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"diffexpressed"	"diffexpressed2"	"Symbol"
"ENSG00000001630"	0.305117453440666	6.43646535810814	1.30315582234259	0.236810540976177	0.588088310666669	-5.88486297931662	"NO"	"NO"	"CYP51A1"
"ENSG00000001631"	-0.128716347505877	5.1099849283326	-0.880920407109905	0.409770490758788	0.726507733996272	-6.23612291879189	"NO"	"NO"	"KRIT1"
"ENSG00000002016"	0.166834067696206	2.55176350264613	0.916966280091961	0.391934664012227	0.716944084082126	-5.6281643564436	"NO"	"NO"	"RAD52"
"ENSG00000002330"	-0.244667009394236	5.30757469119019	-2.09766881072484	0.0772052305536728	0.396100305604584	-4.77936967188082	"NO"	"NO"	"BAD"
"ENSG00000002549"	-0.528571061816568	7.27017507589001	-3.74008204671653	0.00832279702991754	0.187379416636254	-2.54670282877955	"NO"	"NO"	"LAP3"
"ENSG00000002586"	-0.224315304859552	5.57703166337176	-1.10347321296881	0.309017697707486	0.651260545368161	-6.07143772668896	"NO"	"NO"	"CD99"
"ENSG00000002587"	0.756562376485226	5.41588554368857	3.6972410710468	0.00878052979700165	0.188809109309849	-2.53737723016688	"NO"	"NO"	"HS3ST1"
"ENSG00000002726"	1.63635267618274	2.74385509390805	0.985453167507364	0.35967579853474	0.691446739804486	-5.52016135505777	"NO"	"NO"	"AOC1"
"ENSG00000002745"	-0.616002242830458	0.288623867346822	-2.06711275657399	0.0806573242297544	0.403248777840768	-4.01706823368229	"NO"	"NO"	"WNT16"
"ENSG00000002822"	0.0266711560277906	3.94427374288832	0.181480405850196	0.861522719961177	0.953553848761439	-6.39366282391901	"NO"	"NO"	"MAD1L1"
"ENSG00000002834"	-0.082312075298276	8.08887343250136	-0.798137220476806	0.452977319756509	0.755351355367168	-6.3784075258754	"NO"	"NO"	"LASP1"
"ENSG00000002919"	0.016263670070348	4.16117710088996	0.104187218737673	0.920164214301681	0.975148547660523	-6.45809232971452	"NO"	"NO"	"SNX11"
"ENSG00000002933"	2.02727361035973	1.1461027642844	1.59427051916596	0.158215886667816	0.506379170317561	-4.56666363605255	"NO"	"NO"	"TMEM176A"
"ENSG00000003056"	0.206594596873928	7.20780225840543	2.46598243707639	0.0456971141483309	0.329347983477485	-4.3171590868042	"NO"	"NO"	"M6PR"
"ENSG00000003096"	-0.18534596795947	5.97041094225714	-1.57782923280612	0.161917916525401	0.511869298394627	-5.53401075878179	"NO"	"NO"	"KLHL13"
"ENSG00000003137"	0.505930849649368	0.755667049241528	0.989244572114607	0.357951978435224	0.690144062724603	-5.18182930891038	"NO"	"NO"	"CYP26B1"
"ENSG00000003147"	0.250337945313862	4.45401783147858	1.90378164822623	0.101903386944547	0.435457501598407	-4.89930895621891	"NO"	"NO"	"ICA1"
"ENSG00000003249"	-0.208481700583552	3.28124366505757	-0.693260337883481	0.512163622455612	0.791474922880554	-5.9978657255825	"NO"	"NO"	"DBNDD1"
"ENSG00000003393"	-0.269959862917558	5.53553958732577	-1.80756333973052	0.116917892123618	0.456016940494688	-5.20259257446593	"NO"	"NO"	"ALS2"
"ENSG00000003400"	-0.168709206581269	5.15282889993759	-0.626897921658446	0.552112421076166	0.811472455102168	-6.44179693498893	"NO"	"NO"	"CASP10"
"ENSG00000003402"	-0.0840889250054904	7.55353780615282	-0.508120604144937	0.628162789191862	0.853494264944594	-6.59587077773947	"NO"	"NO"	"CFLAR"
"ENSG00000003436"	0.300897562048361	4.43771881820672	2.53459528670272	0.041484370589125	0.319528425847189	-4.01263434185208	"NO"	"NO"	"TFPI"
"ENSG00000003509"	0.0308143433612895	3.15429416722753	0.173699932078043	0.867389634662936	0.955193916622239	-6.195448913675	"NO"	"NO"	"NDUFAF7"
"ENSG00000003756"	-0.00404765638613203	6.43018984085789	-0.0472732484074334	0.963715807648359	0.987455412088721	-6.74244443303959	"NO"	"NO"	"RBM5"
"ENSG00000003987"	0.190251165480141	-0.130933390811182	0.55078495012847	0.600201138202964	0.838830697458905	-5.3343800305157	"NO"	"NO"	"MTMR7"
"ENSG00000003989"	-0.322659110646685	5.06383970322098	-1.33328321781335	0.227295497629108	0.579467643915165	-5.75880545680288	"NO"	"NO"	"SLC7A2"
"ENSG00000004059"	-0.00520427304587656	6.65744062623916	-0.0558233434805227	0.957160511147555	0.984841381154237	-6.74482301012433	"NO"	"NO"	"ARF5"
"ENSG00000004139"	0.0597821814322272	3.50763573638023	0.345496243052774	0.740638288653477	0.90277470997956	-6.23638641521888	"NO"	"NO"	"SARM1"
"ENSG00000004142"	-0.361402003588482	6.07925526285424	-1.136064982495	0.296101815166692	0.640379161923125	-6.06613156004028	"NO"	"NO"	"POLDIP2"
"ENSG00000004399"	0.0962683609285593	2.30958315580108	0.312800614744284	0.764234176773777	0.914411426990487	-5.95253127825177	"NO"	"NO"	"PLXND1"
"ENSG00000004455"	0.143546498915047	6.81548834708069	1.76257809613997	0.124657906369886	0.466505776858514	-5.30644534328636	"NO"	"NO"	"AK2"
"ENSG00000004468"	-1.12627653232596	3.65093510049193	-5.03197296723686	0.00188419563597182	0.147600957689649	-0.813486673468703	"NO"	"NO"	"CD38"
"ENSG00000004478"	0.0503174681667513	6.90053206462653	0.492164705357414	0.638796944416498	0.858410934109433	-6.61215722446043	"NO"	"NO"	"FKBP4"
"ENSG00000004487"	0.0398910891232411	6.80205610700723	0.390348641126021	0.708761858375221	0.89014410559608	-6.66160327675593	"NO"	"NO"	"KDM1A"
"ENSG00000004534"	0.230641309531256	5.93781445334084	1.97694338234439	0.0917733570902322	0.421780787952977	-4.99004067098727	"NO"	"NO"	"RBM6"
"ENSG00000004660"	-0.206548171103954	1.87600081349823	-0.768872115122335	0.468996929683806	0.766079349668437	-5.6149042118718	"NO"	"NO"	"CAMKK1"
"ENSG00000004700"	0.240758954903947	5.6044193131738	2.08381164018999	0.0787519325742881	0.399569419151972	-4.81781172731891	"NO"	"NO"	"RECQL"
"ENSG00000004766"	0.163454168666377	5.1019522685239	1.79387035585932	0.119223104430485	0.459806604239097	-5.1645309157636	"NO"	"NO"	"VPS50"
"ENSG00000004777"	-0.195109572814917	1.43707342879259	-0.807913464019076	0.447712280637392	0.751618185675062	-5.4928397205309	"NO"	"NO"	"ARHGAP33"
"ENSG00000004779"	-0.169440361183457	5.80184519226032	-1.05129280133329	0.330655515062432	0.670095265965849	-6.14078232875367	"NO"	"NO"	"NDUFAB1"
"ENSG00000004799"	-0.366580895885136	4.58793040947724	-1.35847434691068	0.219600818689323	0.571730866394557	-5.65055486011304	"NO"	"NO"	"PDK4"
"ENSG00000004809"	-1.33619491053106	0.967069806061532	-0.683809987879458	0.517736463561849	0.794288516707404	-5.5110259389667	"NO"	"NO"	"SLC22A16"
"ENSG00000004838"	-0.731244076617476	8.26456308619148	-6.04634747212247	0.000688822657088846	0.128395400693571	0.0825972502220509	"NO"	"NO"	"ZMYND10"
"ENSG00000004848"	-0.333889604438079	1.04307087902817	-0.950558196088926	0.375846194716999	0.703893462065719	-5.30277145799002	"NO"	"NO"	"ARX"
"ENSG00000004864"	-0.108744880493065	4.82693750500449	-0.9919639443019	0.356719560202352	0.689710459012163	-6.08680375705629	"NO"	"NO"	"SLC25A13"
"ENSG00000004866"	0.15984170799234	4.93358969972281	1.50085440450848	0.180349779061765	0.532184170680739	-5.52173854161934	"NO"	"NO"	"ST7"
"ENSG00000004897"	0.137210052470505	6.18658566635299	1.59644932373398	0.157731296455703	0.505696141223084	-5.51617133439484	"NO"	"NO"	"CDC27"
"ENSG00000004961"	-0.0979661449525144	5.6043370179841	-1.11680183295993	0.303680537831384	0.646792893852285	-6.05790267356192	"NO"	"NO"	"HCCS"
"ENSG00000004975"	0.0578445577370852	5.12681064580507	0.577091698821222	0.58331435275392	0.829190204919702	-6.46482998820712	"NO"	"NO"	"DVL2"
"ENSG00000005001"	0.100907876222772	6.11887832381689	1.14425623082234	0.292927086695227	0.638785515136642	-6.05636976830675	"NO"	"NO"	"PRSS22"
"ENSG00000005007"	-0.105155330183032	7.55599958411987	-1.08605723802317	0.316107403417472	0.656854501532925	-6.12372335227787	"NO"	"NO"	"UPF1"
"ENSG00000005020"	-0.246512768107426	5.37435124856109	-2.15773205080105	0.0708478840128126	0.384599653766259	-4.70171888434385	"NO"	"NO"	"SKAP2"
"ENSG00000005022"	-0.223585428099426	8.37118316053631	-1.09691284388048	0.3116728421417	0.653206069948824	-6.08491727552781	"NO"	"NO"	"SLC25A5"
"ENSG00000005059"	-0.0538830935918271	3.14770512097215	-0.315809991120645	0.762050455487453	0.913029185241338	-6.1601966729915	"NO"	"NO"	"MCUB"
"ENSG00000005075"	-0.0147438111402272	4.26942288396143	-0.124802124423667	0.904454085099886	0.968416056458659	-6.4805941543804	"NO"	"NO"	"POLR2J"
"ENSG00000005100"	0.11331353172572	4.37282007661235	0.738108661711862	0.486252584877497	0.776993862440323	-6.21035058201091	"NO"	"NO"	"DHX33"
"ENSG00000005156"	-0.3579626818894	4.8854170189413	-2.45971986239854	0.0461032119793831	0.33016739809495	-4.21433025186863	"NO"	"NO"	"LIG3"
"ENSG00000005175"	-0.0708555664058759	5.6811301086214	-0.854165355921356	0.423392794766594	0.736065313405723	-6.31851918808693	"NO"	"NO"	"RPAP3"
"ENSG00000005187"	-0.0767256205067959	2.10021398007161	-0.311282377695899	0.765336757563121	0.914916021205102	-5.91077836129784	"NO"	"NO"	"ACSM3"
"ENSG00000005189"	-0.459516348751342	2.41429678443902	-2.22907742731617	0.0639819852494069	0.37206186002705	-4.07555241201193	"NO"	"NO"	"REXO5"
"ENSG00000005194"	0.15691889975043	5.07820643355143	1.06759809931925	0.323766070208333	0.663019964043753	-6.04406517094013	"NO"	"NO"	"CIAPIN1"
"ENSG00000005206"	-0.310023168648763	5.2344498609183	-2.11641920350811	0.075161002277667	0.391730143484765	-4.74595661567835	"NO"	"NO"	"SPPL2B"
"ENSG00000005238"	-0.259385396909467	4.51275161113654	-1.95866853522053	0.0942060687308054	0.42592260607293	-4.85438587308302	"NO"	"NO"	"FAM214B"
"ENSG00000005243"	-0.00120567961201257	1.94214901890479	-0.0055586423783415	0.995731701562726	0.99881924172261	-5.92422046996737	"NO"	"NO"	"COPZ2"
"ENSG00000005249"	0.58065176148067	4.19769498584695	4.6097228316819	0.00298085329517862	0.156534538805654	-1.29314848487278	"NO"	"NO"	"PRKAR2B"
"ENSG00000005302"	-0.282739473596986	5.04345952937098	-2.88246924718279	0.0255897114578982	0.271914032517046	-3.63624691778129	"NO"	"NO"	"MSL3"
"ENSG00000005339"	0.132442964156053	5.87099460768281	0.750441350059725	0.479284051395645	0.771456103734499	-6.41420484071695	"NO"	"NO"	"CREBBP"
"ENSG00000005379"	-0.576777255685434	5.06261474714	-4.58812163698066	0.00305370181539757	0.156534538805654	-1.42998191138902	"NO"	"NO"	"TSPOAP1"
"ENSG00000005436"	-0.468740581794687	4.45169510440717	-3.68139071664899	0.00895682362271004	0.189720099333865	-2.47475387329267	"NO"	"NO"	"GCFC2"
"ENSG00000005448"	-0.711526566988083	6.21545948704838	-6.61232143628923	0.000413953747622277	0.125435820866624	0.594890340264903	"NO"	"NO"	"WDR54"
"ENSG00000005469"	0.107492760239642	5.88296226875901	0.878262922188159	0.411108920220306	0.727699030026195	-6.30810276207507	"NO"	"NO"	"CROT"
"ENSG00000005483"	0.208038307897261	6.40427039899736	1.5671376179948	0.164368682025942	0.515218688266397	-5.55943840243956	"NO"	"NO"	"KMT2E"
"ENSG00000005486"	-0.397663604653748	6.56378666162008	-3.94757636414162	0.00644721953601977	0.177364532401148	-2.28024399134683	"NO"	"NO"	"RHBDD2"
"ENSG00000005700"	0.0600147941342932	6.17570547058946	0.619434451427103	0.556722603443698	0.81452153765142	-6.5246369252825	"NO"	"NO"	"IBTK"
"ENSG00000005801"	0.196762500718062	4.2802319858567	1.87250773840071	0.106563430073049	0.440269789647883	-4.91003492748193	"NO"	"NO"	"ZNF195"
"ENSG00000005810"	0.324602243561891	5.63934389841639	3.08733763966914	0.0193835304807902	0.24876250330888	-3.39590680703051	"NO"	"NO"	"MYCBP2"
"ENSG00000005812"	-0.0344571807264691	5.70475226490153	-0.380275198550141	0.71586877921513	0.892387461195386	-6.63132222250834	"NO"	"NO"	"FBXL3"
"ENSG00000005844"	-0.026664921046569	1.50828660769105	-0.0850121675098676	0.934812158587291	0.979868787668099	-5.82349076736876	"NO"	"NO"	"ITGAL"
"ENSG00000005882"	-0.319079215420242	4.89045330886683	-2.74171146978709	0.0310647941211646	0.290664643011582	-3.81450670229681	"NO"	"NO"	"PDK2"
"ENSG00000005884"	0.212002404863611	7.8031776755976	1.93559141206641	0.0973696738512474	0.430002377647946	-5.05810603865557	"NO"	"NO"	"ITGA3"
"ENSG00000005889"	-0.0146605594535902	4.69739053351538	-0.126679085277766	0.903025892568805	0.968222061363697	-6.56869904380435	"NO"	"NO"	"ZFX"
"ENSG00000005893"	0.176005028225939	7.4187248982283	2.20785800628728	0.0659501241741939	0.374825471110518	-4.68329404626925	"NO"	"NO"	"LAMP2"
"ENSG00000005981"	0.632549829858775	-1.54822011073367	1.20864585009027	0.26895200840308	0.61738799405958	-4.69492852742083	"NO"	"NO"	"ASB4"
"ENSG00000006007"	-0.0118265266153736	7.1417080714472	-0.0782514573634153	0.939983593444409	0.981563356678844	-6.74303150931064	"NO"	"NO"	"GDE1"
"ENSG00000006015"	0.245053758065096	3.17117367583191	1.19878281147622	0.272512903936224	0.621389478751795	-5.48901251840065	"NO"	"NO"	"REX1BD"
"ENSG00000006016"	0.0917185272305998	3.35606703119455	0.313859368915051	0.763465635718409	0.913833871057982	-6.20816168742953	"NO"	"NO"	"CRLF1"
"ENSG00000006025"	-0.0142205164426823	3.71654325218171	-0.08773079937594	0.932733560026194	0.979555281958494	-6.35519637634598	"NO"	"NO"	"OSBPL7"
"ENSG00000006042"	0.165071610195686	5.73834203595052	1.69176798076671	0.137852571271099	0.483357125171398	-5.36735283697048	"NO"	"NO"	"TMEM98"
"ENSG00000006047"	0.464259911964247	3.10671633560636	1.56828534552486	0.164103943999091	0.515043441918815	-5.03272332638104	"NO"	"NO"	"YBX2"
"ENSG00000006062"	0.184258141681343	3.54722633226602	1.38800774786886	0.210876163901912	0.563957367336529	-5.36846188399685	"NO"	"NO"	"MAP3K14"
"ENSG00000006118"	0.368730190887476	5.79928717984589	2.26330846087268	0.0609325631099041	0.364980896544488	-4.57537284767883	"NO"	"NO"	"TMEM132A"
"ENSG00000006125"	0.19825364218705	7.94533881694448	2.21834268474693	0.0649700492985895	0.373095441862033	-4.65651249782522	"NO"	"NO"	"AP2B1"
"ENSG00000006194"	-0.125132787645912	4.87099110233976	-0.937893297521383	0.381851624594538	0.709131891885088	-6.1462496573506	"NO"	"NO"	"ZNF263"
"ENSG00000006210"	0.454359129496722	5.91180348216185	1.53857384504876	0.171087022972182	0.521262963804504	-5.57247480951191	"NO"	"NO"	"CX3CL1"
"ENSG00000006282"	-0.341216610638363	4.7287428040266	-1.36529523492829	0.217557652804056	0.570127305010452	-5.66740068823916	"NO"	"NO"	"SPATA20"
"ENSG00000006327"	0.198128945481993	5.13066624098163	0.946253713851329	0.37787911645279	0.705608152699515	-6.16952486166107	"NO"	"NO"	"TNFRSF12A"
"ENSG00000006432"	0.216332110660938	4.64688942347723	1.44163760259961	0.195826641116105	0.550160114772794	-5.54085756150479	"NO"	"NO"	"MAP3K9"
"ENSG00000006451"	0.162588796418977	5.80603243670331	1.90244542230731	0.102098327010615	0.435583935581208	-5.08673588112538	"NO"	"NO"	"RALA"
"ENSG00000006453"	-0.219303625811918	6.87262021864815	-1.96942140449929	0.0927670146745647	0.423286996072067	-5.02266924495626	"NO"	"NO"	"BAIAP2L1"
"ENSG00000006459"	0.117628827689317	5.54446843506159	0.685599200021511	0.516678379641714	0.793659903816741	-6.43863320565789	"NO"	"NO"	"KDM7A"
"ENSG00000006468"	-0.751954395710758	-1.91516377303546	-1.23381935523513	0.26004320945532	0.609921099723238	-4.66708745190993	"NO"	"NO"	"ETV1"
"ENSG00000006530"	-0.0336245686833214	4.78945998710755	-0.362520238971032	0.728469666982562	0.898132303798318	-6.52236968966939	"NO"	"NO"	"AGK"
"ENSG00000006534"	-0.597524778593675	8.25702794578187	-5.87318113188526	0.000810680394869694	0.128395400693571	-0.0862831240343054	"NO"	"NO"	"ALDH3B1"
"ENSG00000006555"	-0.0172812151280768	4.82064262070998	-0.120260876810368	0.907911134199512	0.969752345052355	-6.59269330852075	"NO"	"NO"	"TTC22"
"ENSG00000006576"	-0.311940585251488	4.99515398166026	-2.51696876436852	0.0425263913173686	0.322549015087975	-4.14788788868845	"NO"	"NO"	"PHTF2"
"ENSG00000006607"	-0.0860911077968662	5.8723200619246	-0.535654479709091	0.610037310771558	0.843852154260551	-6.56430499097541	"NO"	"NO"	"FARP2"
"ENSG00000006611"	-0.573671738675498	2.65445912695848	-1.72933177556483	0.130694237414823	0.473083300193703	-4.77788304386382	"NO"	"NO"	"USH1C"
"ENSG00000006625"	0.0909023310396213	5.35168681619307	0.979275455926076	0.362498468472782	0.693363160599039	-6.16995233070991	"NO"	"NO"	"GGCT"
"ENSG00000006634"	-0.125265671012742	3.37211348390083	-0.706256070203134	0.504563957445247	0.787343423285816	-6.00950897437071	"NO"	"NO"	"DBF4"
"ENSG00000006652"	0.126371700657332	4.8127983014481	0.993184190399883	0.356167626793736	0.689100927285389	-6.07484280883176	"NO"	"NO"	"IFRD1"
"ENSG00000006695"	-0.118483244939725	4.07850593223876	-0.916082827630189	0.392364717144323	0.716944084082126	-6.00735033305715	"NO"	"NO"	"COX10"
"ENSG00000006704"	-0.182060446857223	4.86427953013142	-1.51685131256085	0.176366175998554	0.526999402705763	-5.50081060578728	"NO"	"NO"	"GTF2IRD1"
"ENSG00000006712"	0.0569810810046283	6.18379442759027	0.471846856275456	0.65247300198805	0.864274406409557	-6.61245277008793	"NO"	"NO"	"PAF1"
"ENSG00000006715"	0.00507222184331546	6.15617466863971	0.0556190990732385	0.957317063995387	0.984912146152631	-6.73464076964051	"NO"	"NO"	"VPS41"
"ENSG00000006740"	-0.310190123424523	4.52820066044024	-2.10970818843417	0.0758863055077105	0.393603880912766	-4.64936649359639	"NO"	"NO"	"ARHGAP44"
"ENSG00000006744"	-0.0171109683886588	5.76261610584967	-0.188077458119215	0.856555601391168	0.952097849370216	-6.69631323579793	"NO"	"NO"	"ELAC2"
"ENSG00000006747"	-0.959728154660963	4.15939777994771	-2.90846724815744	0.0246960093928265	0.267959371480302	-3.47216104620967	"NO"	"NO"	"SCIN"
"ENSG00000006756"	-0.0814745600985614	5.27118053690252	-0.752870336547576	0.477919587145949	0.771007217425597	-6.36353835928533	"NO"	"NO"	"ARSD"
"ENSG00000006757"	-0.0761755761256175	4.56074577721728	-0.675961360454758	0.52239435259279	0.796309506583198	-6.30411031367109	"NO"	"NO"	"PNPLA4"
"ENSG00000006831"	0.0319457352466666	6.18086481242142	0.361700038173985	0.729054025307804	0.898314019520341	-6.66340424337872	"NO"	"NO"	"ADIPOR2"
"ENSG00000006837"	-0.012168857148549	1.99428550787488	-0.048396747899001	0.962854242330404	0.987153046497437	-5.93579354472717	"NO"	"NO"	"CDKL3"
"ENSG00000007038"	1.30575147427551	-1.06528777043982	1.389280537501	0.210507241648214	0.563837933816722	-4.5725895305717	"NO"	"NO"	"PRSS21"
"ENSG00000007047"	0.0716241709202645	4.68979464685333	0.521202764385239	0.619514880080148	0.848808269813342	-6.4222191551812	"NO"	"NO"	"MARK4"
"ENSG00000007062"	0.161761195698094	8.45543204176027	1.36048340085605	0.218997245064974	0.57139154542109	-5.78727598749135	"NO"	"NO"	"PROM1"
"ENSG00000007080"	-0.0168573301285102	5.06810587862345	-0.109060568064523	0.916446556359167	0.973385121275791	-6.6354710848596	"NO"	"NO"	"CCDC124"
"ENSG00000007168"	0.0610571524375434	7.48872461815929	0.765376752221697	0.470936129014257	0.767209105450904	-6.42293349112709	"NO"	"NO"	"PAFAH1B1"
"ENSG00000007171"	-2.36478385094877	-0.280883316033866	-4.28144168871484	0.00433405740136216	0.164271273707795	-1.90853901631637	"NO"	"NO"	"NOS2"
"ENSG00000007174"	-0.321965458141041	7.4673877809552	-1.58776031041877	0.159672171624417	0.508534761368632	-5.53120514156426	"NO"	"NO"	"DNAH9"
"ENSG00000007202"	0.096898350094996	7.8569259329195	1.06727100607768	0.323903126436433	0.663181401279658	-6.13639982995031	"NO"	"NO"	"KIAA0100"
"ENSG00000007216"	-0.0936780083523296	2.2333547226842	-0.283833432301778	0.785370597166967	0.924566275484179	-5.95167795002387	"NO"	"NO"	"SLC13A2"
"ENSG00000007237"	-0.577249771073311	4.95699498725342	-2.7436317656144	0.0309822532964264	0.290332815384277	-3.82377951035226	"NO"	"NO"	"GAS7"
"ENSG00000007255"	-0.251374528324788	3.64353030618367	-1.92242262882561	0.0992218710177103	0.4327886055077	-4.72637644927819	"NO"	"NO"	"TRAPPC6A"
"ENSG00000007306"	-0.601630642110464	1.21993746907613	-1.20162680928438	0.271482028907796	0.620119505036622	-5.10893062826837	"NO"	"NO"	"CEACAM7"
"ENSG00000007341"	-0.165033290304125	3.65581433171439	-0.614788499517361	0.559604171342365	0.816639083330541	-6.14610148444261	"NO"	"NO"	"ST7L"
"ENSG00000007376"	0.0331552910689008	3.56817608983968	0.150941635766063	0.884601546477478	0.961890947606055	-6.30645396401041	"NO"	"NO"	"RPUSD1"
"ENSG00000007384"	0.438331731807938	4.31371860645032	2.79419851985754	0.0288902689895681	0.286102102595672	-3.6214519496624	"NO"	"NO"	"RHBDF1"
"ENSG00000007392"	0.149203761254753	4.69239414439539	1.29270226991832	0.240192962625447	0.591142697112416	-5.73099874899013	"NO"	"NO"	"LUC7L"
"ENSG00000007402"	-0.0131144617609753	-0.628811720758895	-0.0319078651928638	0.975503651928112	0.99139410643622	-5.39282447245627	"NO"	"NO"	"CACNA2D2"
"ENSG00000007516"	-0.579185744574867	6.32417238474861	-1.35845390566495	0.219606967399821	0.571730866394557	-5.81899972437145	"NO"	"NO"	"BAIAP3"
"ENSG00000007520"	-0.0109757379192779	4.62984048733009	-0.115450097392993	0.911575736040632	0.971673903693888	-6.55721204939728	"NO"	"NO"	"TSR3"
"ENSG00000007541"	-0.352026579385798	5.78631013808419	-3.3531291969074	0.0136347235693152	0.220883302554751	-3.04688214820676	"NO"	"NO"	"PIGQ"
"ENSG00000007545"	0.0447481519268322	4.70467494435756	0.331205602230921	0.750916087544971	0.90786581308901	-6.51508855812482	"NO"	"NO"	"CRAMP1"
"ENSG00000007866"	0.138151936389483	5.31938071074805	1.31828949614664	0.231987919479991	0.58392254963764	-5.79916785498287	"NO"	"NO"	"TEAD3"
"ENSG00000007923"	-0.0389938367306959	5.78156094237733	-0.458954418789915	0.661227512528038	0.868690425625425	-6.59998848318891	"NO"	"NO"	"DNAJC11"
"ENSG00000007933"	-0.927372416021409	2.22327439965286	-1.36581009717111	0.217404118957096	0.570127305010452	-5.13694071042457	"NO"	"NO"	"FMO3"
"ENSG00000007944"	-0.121186939004376	5.27383744700194	-0.882116588687862	0.409169092505121	0.726182089178704	-6.25597125761228	"NO"	"NO"	"MYLIP"
"ENSG00000007952"	0.0964528541930607	1.37819747241524	0.41708498305994	0.690053214685474	0.883447399624172	-5.70273325852605	"NO"	"NO"	"NOX1"
"ENSG00000007968"	0.365893038705144	0.370666216762645	1.06118145983863	0.32646330950981	0.666081237307506	-5.06013952033972	"NO"	"NO"	"E2F2"
"ENSG00000008018"	0.050840794920485	6.95137341929007	0.532591045627628	0.612039640529863	0.845128486318565	-6.58946830674901	"NO"	"NO"	"PSMB1"
"ENSG00000008056"	0.0399316791306932	-2.19568472127286	0.0710887321355222	0.945465975798313	0.98234047631257	-5.14812530168934	"NO"	"NO"	"SYN1"
"ENSG00000008083"	-0.0715164765514862	4.89661593497454	-0.487869918322891	0.641675318884243	0.85954891356846	-6.48377838183283	"NO"	"NO"	"JARID2"
"ENSG00000008086"	0.027711873255694	3.81328324561896	0.155947634105716	0.880809361174359	0.960510622976206	-6.36671851230294	"NO"	"NO"	"CDKL5"
"ENSG00000008128"	1.04724844774666	3.74951823867295	1.31725044374559	0.2323162459663	0.584204816967387	-5.42909575912405	"NO"	"NO"	"CDK11A"
"ENSG00000008130"	-0.0089199158251656	6.13346233018224	-0.108931803519412	0.91654475618649	0.973385121275791	-6.72895442915208	"NO"	"NO"	"NADK"
"ENSG00000008226"	-0.302141075932146	6.08430899954804	-1.84934242883358	0.110149554158458	0.445104706081681	-5.17706516611925	"NO"	"NO"	"DLEC1"
"ENSG00000008256"	-0.10958752813689	4.99510007425386	-0.841647587439342	0.429878447161394	0.739230215627349	-6.25282637794702	"NO"	"NO"	"CYTH3"
"ENSG00000008277"	-0.533704825026155	0.0709245615722695	-1.2742294148904	0.246273571674899	0.597189481342144	-4.84396321332695	"NO"	"NO"	"ADAM22"
"ENSG00000008282"	0.177064843473573	7.53355934368521	1.2888293253786	0.241456818242274	0.593250233175004	-5.90105774074257	"NO"	"NO"	"SYPL1"
"ENSG00000008283"	-0.251779555966717	7.33485542600492	-2.83171646650047	0.0274352242057878	0.279979466312605	-3.79260220588265	"NO"	"NO"	"CYB561"
